unique_id,review_country,review_title,review_text
SK-II-Facial Treatment Clear Lotion,Singapore,One of my best Toner,"It’s one of my best toners.It doesn’t break out my sensitive acne prone combo skin and just take away every trace of dirt.It gently exfoliates my skin and gives glow. And also doesn’t sting.I do love this Product.
"
SK-II-Facial Treatment Clear Lotion,Singapore,Fair,I bought treatment essence one but read instruction it said good to use with clear lotion to see better results. I use this with my treatment essence after finishing one bottle I didn’t see any results just wasted money and wasted time to apply lol 
SK-II-Facial Treatment Clear Lotion,Philippines,SK II loyal customer,Removes skin impurities and keeps me pimple free.
SK-II-Facial Treatment Clear Lotion,Singapore,best ,The best product in market as usual. I can really see the difference when I use it vs when I don’t and my skin really glows the morning after. Feels great in the skin and is one of those products that I always have. 
SK-II-Facial Treatment Clear Lotion,Singapore,good gentle toner,If you have sensitive and reactive skin. This is a good mild toner with exfoliating properties. The Pitera is hydrating and the mix of latic and other acids mildly exfoliates. 
SK-II-Facial Treatment Clear Lotion,Singapore,Best toner ever,"This product is definitely underrated. I was hooked on it ever since given a sample to try and it makes my skin so clean and clear. Use it with a piece of cotton pad and swipe it gently across your face, from in towards out and check out the amount of dirt/dead skin it manage to clear. I also use it on my neck as well. Follow with sk 2 treatment lotion or any other lotion that you prefer. I feel it preps the skin for the following skincare and yields better absorption. "
SK-II-Facial Treatment Clear Lotion,Philippines,Great toner,"I am using this with Facial Essence, it helped my skin to become clearer, brighter and healthier. SK-ii is my skin saver. I will maintain this product."
SK-II-Facial Treatment Clear Lotion,Malaysia,Rec’d old manufactured product,This is my holy grail for past ten years. However not sure if anyone should buy from Sephora. On my recent purchase i received old manufactured products from Sephora. The product was almost 2 years old. When i submit complain i was told by staff that it has 3 years shelf life so i can still use it. Excuse me who is happy to pay full price for a near expiry product? Tho i bought during sale but does it mean i shud accept an old product? Still liaising over this with Sephora & hope they can provide a reasonable solution soon. What a hassle! 
SK-II-Facial Treatment Clear Lotion,Malaysia,Ms,I have been an avid SK ii supporter for the past 20 over years. I have recently added this toner in before the SK II essence for the past few years as I needed some extra care due to the age factor. It really does helps the skin to be more moist and subtle. It does give me extra boost after adding this into my skin care routine
SK-II-Facial Treatment Clear Lotion,Australia,Skin care staple,"I have been using this lotion for year now, I use it after washing my face and it cleans the makeup residual very well, and doesn’t leave unpleasant feel after. Plus it doesn’t have any fragrance to it which is another plus for me."
SK-II-Facial Treatment Clear Lotion,Malaysia,SKII TONER,Love it sooo much!this lotion remove all dirt from my face.so satiesfied when i see all dirt on the face cotton. Will buy it again!love love love love! Love it sooo much!this lotion remove all dirt from my face.so satiesfied when i see all dirt on the face cotton. Will buy it again!love love love love!
SK-II-Facial Treatment Clear Lotion,Australia,Hydrating,"This product was hydrating and nice, but considering the price tag it was nothing special and nothing that a product for half the price couldn’t do. Was expecting more from the product considering it’s a high end brand"
SK-II-Facial Treatment Clear Lotion,Australia,Nice toner,"Ounce for ounce, this is one of the more value-for-money products from SK-II. In fact, its formulation is similar to its Facial Treatment Essence (including a high concentration of SK-II’s star ingredient Pitera), which costs a lot more. "
SK-II-Facial Treatment Clear Lotion,Malaysia,GLOWY SKIN,I have been using this for more than a year now! It works well with the essence and sure gives you the glow on any day! will definitely purchase again!
SK-II-Facial Treatment Clear Lotion,Singapore,I love SK 2,This works wonderfully with the SK 2 petira lotion and even the alternatives don’t work as well as SK 2. I highly recommend it.
SK-II-Facial Treatment Clear Lotion,Singapore,Pricey but it does its job,"Am a huge fan of SK-II but I would rather you spend the money on the SK-II Treatment Essence than the clear lotion. It of course fives you twice the benefit when paired with the essence. However, purchase it if you have the funds to spare!"
SK-II-Facial Treatment Clear Lotion,Singapore,No Turning Back!,"I tried the mini version of this one, and I’m so happy with its effect that I purchase the original size! I really love SKII products because it really does wonder on my skin! It help my skin feel moisturized and plump. A ‘must’ try !"
SK-II-Facial Treatment Clear Lotion,Australia,Great ,A watery thin consistency to splash on in-between steps. It's just a little pricey. 
SK-II-Facial Treatment Clear Lotion,Malaysia,sephora is horrible,I wish I can give a 0 star. not for this product but for sephora. my sk2 trearment essence was missing from my parcel and it's been a month I haven't get my refund. service is lousy. 
SK-II-Facial Treatment Clear Lotion,Australia,SK-II,this product really changed my skin. So much smoother and radiant. no more bumps on my face just scarring but that’s all g. I can see a huge difference 
SK-II-Facial Treatment Clear Lotion,Australia,Clear skin,"Help my skin to become clear. My skin is combination and sensitive, so, I recommend someone who has the same skin type as me to use this product once a day for first few weeks, after that, use twice a day. This can help the skin not too dry and it's good to use with the essence."
SK-II-Facial Treatment Clear Lotion,Singapore,holy grail ,I have been using this product for 3 years and absolutely falling in love with this every time I use. Tried to change another brand but in the end back to SK-II again😅
SK-II-Facial Treatment Clear Lotion,Singapore,Worth it,Absolutely love it. Dramatic skin changes seen after using a few days. Recommend using it with treatment essence. Don’t think twice. Skin looks youth and fresh. It’s worth your money. Legit!!
SK-II-Facial Treatment Clear Lotion,Australia,Good,"Not entirely essential but I wanted this to complete my SK2 collection. It does what it’s supposed to do. Also even takes the residue make up left on your face when used with a cotton pad. 
Not a dealbreaker but nice to use with the whole set"
SK-II-Facial Treatment Clear Lotion,Singapore,REPURCHASED,"Combination skin (oily t-zone)

Have been using Clear Lotion for years paired with Facial Treatment Essence. PERFECT COMBINATION. Clear Lotion helps to remove excess dirt and oil from skin and prep skin for all the nutritions you'll putting on next. "
SK-II-Facial Treatment Clear Lotion,Malaysia,worth ,The best toner ever.will make my pores look smaller.will always back to this toner.big bottle and worth the price.always use this with the essence to have better result.and make sure moistures your skin after toner and essence 
SK-II-Facial Treatment Clear Lotion,Malaysia,SKII Lotion,The Best toner for me. have been using this for around 3 years and it is the best.
SK-II-Facial Treatment Clear Lotion,Malaysia,Worth the price,"I used the Sk-II facial treatment essense for crystal clear skin.
Then, I decided to use this facial treatment clear lotion together with the essense for best result.
This toner exfoliate dead skin cells and done a good job for clean and fresh look"
SK-II-Facial Treatment Clear Lotion,Singapore,Effective! ,Been using this for the longest time! It’s one of my holygrail toner for my combination + dehydrated skin! Helps to prep my skin prior to any other products topped on top of it; love the texture as well! 
SK-II-Facial Treatment Clear Lotion,Singapore,MS,Love this product. It came in good conditions. Thanks Sephora for genuine product. 
SK-II-Facial Treatment Clear Lotion,Singapore,skin care ,"SK II facial treatment clear lotion is a great product, this is my second bottle now. Helps lighten skin pigmentation and dark spot. Best partnered with their PITERA"
SK-II-Facial Treatment Clear Lotion,Singapore,SK-II toner,"After cleansing/the very first step of skin care... feeling clean and fresh after few swipes of the lotion using cotton pad, follow by the essence....Woohoo.... "
SK-II-Facial Treatment Clear Lotion,Singapore,Essential,This lasted me three months. It is part of my SK-II Skincare Ritual. I find this to be essential and it gets absorbed quickly into the skin.
SK-II-Facial Treatment Clear Lotion,Malaysia,Ms,Very nice to use…….                                                               ……..                                                                                      ……
SK-II-Facial Treatment Clear Lotion,Australia,catch the moisture and not sticky at all ,"I love it, it’s catch the moisture and not sticky at all , since I tired the beginning set I love it and I bought it to using with the beginner set together!"
SK-II-Facial Treatment Clear Lotion,Malaysia,Not Sure,"Not sure if it really works for me. I have breakouts and its getting serious this year, not sure if it is caused by the product or staying up late the entire time(staying up late did not really cause breakouts previously). The product smells abit funny.. Overall I still like the luxurious feel, but wont repurchase in short time."
SK-II-Facial Treatment Clear Lotion,Malaysia,SK II LOTIO ,Best toner/lotion I used so far leave my skin smooth and hydrated will never change to other product been using this for almost 6 weeks and didn’t make my skin purge pair with pitera just perfect with my oily skin. Reduce my acne and till night I could feel my skin less oily. 
SK-II-Facial Treatment Clear Lotion,Singapore,good toner,I like this in that it contains AHAs but is not too strong to hurt my sensitive skin. I could use it a few times a day to keep my skin clean and toned. I just ordered a second bottle.
SK-II-Facial Treatment Clear Lotion,Philippines,Ms,Perfectly compliments use with the Pitera Essence. I have always used the essence but this is the first time I used the this toner. Love this and will definitely repurchase
SK-II-Facial Treatment Clear Lotion,Singapore,okok only for me,"nothing different my skin prefer estee lauder anr set
smell so bad when apply 😩  not buying this anymore 
I feel it in my fingers
I feel it in my toes
Love that's all around me
And so the feeling grows

It's written on the wind
It's everywhere I go, oh yes it is
So if you really love me
Come on and let it show, oh

You know I love you, I always will
My mind's made up by the way that I feel
There's no beginning, there'll be no end
'Cause on my love you can depend

I see your face before me
As I lay on my bed
I kinda get to thinking
Of all the things you said, oh yes I do

You gave your promise to me and I gave mine to you
I need someone beside me in everything I do
Oh, yes I do

You know I love you, I always will
My mind's made up by the way that I feel
There's no beginning, there'll be no end
'Cause on my love you can depend

I gotta keep it moving

Ooh, it's written in the wind
Oh, everywhere I go, yeah, ooh yeah
So if you really love me, love me, love me
Come on and let it show
Come on and let it show
Come on and let it
Come on and let it
Come on and let it show
Come on and let it show
Come on and let it
Come on and let it
Come on and let it show
Come on and let it show, baby
Come on and let it show

"
SK-II-Facial Treatment Clear Lotion,Singapore,Good,A simple and fuss-free product. Lasts a long time too!
SK-II-Facial Treatment Clear Lotion,Malaysia,Exfoliating toner!,A really good toner! but not suitable for acne prone skin. it has AHA in it and can be too stripping for acne or sensitive skin. Best used with a cotton pad. you can see the dirt on the cotton even after you cleanse. that's a reminder for you to double cleanse!
SK-II-Facial Treatment Clear Lotion,Malaysia,very goooood,my mums purchase but this is her 4th bottle & she has amazing skin! Her current favourite combo is this + the drunk elephants night serum and her skin has been glowing!!!!!! she highly recommends this
SK-II-Facial Treatment Clear Lotion,Malaysia,Disappointed with product being opened by stranger ,"Hi Sephora, I couldn’t believe the product was being opened by stranger and all seal is broken and sticker attached with the product cap is twisted. Kindly contact me back as soon as possible."
SK-II-Facial Treatment Clear Lotion,Singapore,toner,"skII toner i use after my cleanser apply using my hand and not with cotton pads as instructed as it irritate my skin when i use with cotton pads, first week i used i had a breakout but consecutive week no more. now use almost half of the bottle 230ml goes a long way"
SK-II-Facial Treatment Clear Lotion,Malaysia,Pricy but good,I’m using this for quite sometime now. I repurchase this because I can’t find a suitable toner for my skin. This toner doesn’t break out my skin. Guess I will repurchase till I can find better toner with reasonable price.
SK-II-Facial Treatment Clear Lotion,Malaysia,SK 2 Products,"This is the only one of the product that i'm purchase for my girl which is SK2, suitable and comfortable for her and  skin is getting better every day. Well will keep purchase here , thanks "
SK-II-Facial Treatment Clear Lotion,Malaysia,omg,"This is a holy grail, I used it on my hormonal pimples and it calms the flare and minimised the inflation! I've been using it constantly and I'm happy with the results, that's no wonder this brand costs an arm and a leg. "
SK-II-Facial Treatment Clear Lotion,Singapore,Toner,My skin is very sensitive and dry. I had very bad reaction few years ago and my skin cracks. I tried this with the essence and i totally see the difference. My skin though its 80% clear but I'm very happy.  It's very pricey so i stop for awhile and tried different brands but it didn't work on me. Now i use this again forever 🙂
SK-II-Facial Treatment Clear Lotion,Malaysia,Good toner with little AHA and BHA,This is good toner to invest on..everyone should at least try this toner because it just soo good because it contains bha and aha also that pitera in it..it is also applicable for sensitive skin and dry..in fact if you want to put on the essence or moisturizer you still need to have this because it will slough off the dead cells and clear pore for the next step in your routine..hence you see better result with other skincare like moisturizer or serum.. even with not skii product..soo i will say that this toner is a must..at least for me
SK-II-Facial Treatment Clear Lotion,Malaysia,New Purchase,"I've yet to try this product but have heard rave reviews, esp when used with the treatment essence. Can't wait to see the results and how long one bottle lasts! :)"
SK-II-Facial Treatment Clear Lotion,Australia,first purchased on full size,This is my first purchased on the full size. Decided to buy this after trying the small size that I bought in a set trial. I really love it. It made my skin so smooth and a bit clearer than it was before. Its a bit expensive so I waited for the sale to go on. Would definitely order again and stock up. 
SK-II-Facial Treatment Clear Lotion,Singapore,Good product,Love it! It soothes and clears my skin. Works for me. A bit on pricy side but worth the splurge.
SK-II-Facial Treatment Clear Lotion,Philippines,Ms,"Excellent product! i've been using this face lotion for years, may face texture has improve, and never change over the years. highly recommended! to all woman had been trying to achieve beautiful youthful glow. im so glad found it😊 "
SK-II-Facial Treatment Clear Lotion,Singapore,Sk2 clear lotion ,Love this clear lotion and have been using it for years. Love how it’s lightweight and it’s the best lotion thus far . Highly recommend this product and it has been my to use make up product every single day 
SK-II-Facial Treatment Clear Lotion,Singapore,Mdm,Love this. I have used this for about 20 years. It helps to sweep the dead skin cells away and keeps my pores clean and unnoticeable. I have tried other brands but still go back to sk2 because it works for me 
SK-II-Facial Treatment Clear Lotion,Singapore,best toner,"i am truly amazed that this toner works amazing for my skin type (oily/combo). it is soothing and clears skin, can see difference after 2 weeks. worth the splurge"
SK-II-Facial Treatment Clear Lotion,Malaysia,Doesn't work for me,"Unfortunately this doesn't work for me. Regretting my decision of getting 230ml instead of a smaller one, coz I paid quite a hefty price after discount.

I have fairly clear skin with close to none pores to begin, but this caused bad clogging and at half the bottle, I have too much visible blackheads with large pores and tiny oil bumps all over face. 

The only changes I made to my routine was to use this together with the skii viral treatment essence. I blame my curiosity for wanting to try out this duo even with that that much high price. Too expensive to stop using and too disappointing to continue using. "
SK-II-Facial Treatment Clear Lotion,Malaysia,Neutral ,"I don’t hate nor dislike this lotion. I’ve only use half a bottle so far. For this price, I believe there are other toner out there that work better than this. It doesn’t cause my skin to breakout."
SK-II-Facial Treatment Clear Lotion,Malaysia,Always come back to this,Ive been using this for 5 years. It never fails to help clearing my skin. However. It can be a bit strong for sensitive skin. I use it every other night and it helps to reduce the bumps on my face and dead skin. 
SK-II-Facial Treatment Clear Lotion,Singapore,"2nd time trying, but failed","definitely not for my skin. first, I tried a small bottle but stopped because I had acne that time, and I stopped all my skincare. after my skin cleared up after more than year, I tried this again but still a failure of me. it's sad but definitely not for my skin type!! won't ever buy again. I gave mine to my cousin and her skin's loving it though."
SK-II-Facial Treatment Clear Lotion,Australia,great! ,I’ve been using this along with other skii products for years and love how flawless it makes my skin. I have recommended this to many people! And would definitely repurchase again! 
SK-II-Facial Treatment Clear Lotion,Singapore,got it with the Treatment Essence ,It’s definitely very pricey for a toner type of product but I believe in SK-11 products and have been using it together with the essence and my skin has been glowy and smooth from using this. It does get the dirt out and doesn’t contain any ingredients that make my skin sting so I’m really enjoying using this !
SK-II-Facial Treatment Clear Lotion,Singapore,Best lotion,The SK-II Clear Lotion works well to leave my skin clean and fresh
SK-II-Facial Treatment Clear Lotion,Malaysia,user for life,"I used to have acne prone and uneven skin with occasional dry patches. But after my sister recommended it for me to try, I start seeing changes in my skin within a couple of weeks using it and it gets better and better after longer term use. My skin now is in its best condition and my friends and colleagues kept asking what I use. I have been using it for almost 3 years now and can’t live without it. I even recommended for my hubby to use men’s product from SKII! Great product!"
SK-II-Facial Treatment Clear Lotion,Malaysia,Good first try!,Really expensive for a toner but it's interesting for a first try. Not sure if I'd repurchase as the hype was all on the Pitera essence and not on this toner. Will still finish this bottle and love that it comes in a glass bottle though. 
SK-II-Facial Treatment Clear Lotion,Singapore,daily routines ,I am a fan of SK-II toner. It smooths the skin and prepare the skin for the serum and moisturiser in my skincare routine. It is expensive but worth the money. It is my 4 bottle already. 
SK-II-Facial Treatment Clear Lotion,Australia,Great Toner,SK-II Facial Treatment Clear Lotion is a final part of the cleansing routine. It contains AHA and is safe to use daily. I used it every day for my nighttime routine and my skin feels perfectly clean and fresh. A bit pricey but worth buying during sales. 
SK-II-Facial Treatment Clear Lotion,Singapore,love it,"Skii product will never disappoint you :) worth the try.                                                                     
               
              

             
             "
SK-II-Facial Treatment Clear Lotion,Singapore,great!,This is my personal favourite and my umpteen number of bottles. I have gone through this many times and it still works well for my skin. Great product! 
SK-II-Facial Treatment Clear Lotion,Singapore,Stopped using for a while ,Was using this religiously for a few years until it started giving me small white bumps all over my face. My dermatologist said the bumps are acnes and gave me some differin to make them go away. Have not touched this ever since 
SK-II-Facial Treatment Clear Lotion,Malaysia,Crystal!,Crystal clear skin..! I’ve started using it since 2018.. didn’t change to other products since then. Smooth to your skin. Applicable to Asian skin range. Recommended ⭐️
SK-II-Facial Treatment Clear Lotion,Singapore,nice product,My friend asked me to buy for her and it is really nice product after she tried it. Hope it will have more new series products in later this year!! SKII is a old but always good brand for customers. 
SK-II-Facial Treatment Clear Lotion,Philippines,best lotion!,you can never go wrong at SK best mist ever that you will ever put on your face. it smells so good and look its color pink. you will never regret buying this beauty item so add to cart now.
SK-II-Facial Treatment Clear Lotion,Malaysia,great toner!, I use the toner to complement the skii essence  and moisturiser on daily basis. Worth to buy since the amount is a lot and Lasts me about 4-5 months. Doesn’t leave your skin feeling dry or burnt 
SK-II-Facial Treatment Clear Lotion,Malaysia,Good,"Actually it is drying my skin when the first few time I used. After 1 week, my skin slowly adapt to the lotion. It helps to clear the breakout which is I feel wow, amazing! I have a crystal clear skin now. I have combination dry and use tgt with the Sk ii essence. Will recommend and repurchase! "
SK-II-Facial Treatment Clear Lotion,Singapore,Love it,"This is great for my skin. Love it. After cleansing with SK2 Cleanser, my skin feels prepared for the Sk2 Clear Lotion. I poured the clear lotion onto cotton wool, and wipe down my face, especially around the T zone area. I will then use Sk2 Facial Essense before finishing off with Sk2 Radical New Age RNA Moisturizer.. "
SK-II-Facial Treatment Clear Lotion,Singapore,fantastic toner ,Seems to really cleanse the remaining dirt off my face. Been using it for a month or so and it’s working well so far. Likely to buy again in the future.
PIXI-Glow Tonic,Singapore,skin reigme,This is by far the best product ive bought. I use iy daily for my skin reigme. Its so good n clears up the skin instantly. Feels good!! I would recommend this product to everyone. Use it as your daily toner
PIXI-Glow Tonic,Malaysia,good product ,"This product is good, great price and a very quality product. It really help me for my daily routine care. Hope to purchase it again in the future! Thank you"
PIXI-Glow Tonic,Malaysia,not bad,"Its not bad, not good  enough either for me to repeat the product order.  At this point in life i am very critical with what i put on my face. If it doesn't bring me joy, move on to the next product. Thank you, next! "
PIXI-Glow Tonic,Singapore,good,My second time purchase of this product…. It was great…. Like the product very much…. Good for dry and combination skin…. Mostly used both in the morning and evening skin care routine… 
PIXI-Glow Tonic,Singapore,Mdm ,"Honestly, felt a glow by the next day. Not too dry and feels like an after vit a jab on the face. Pores look less visible and there’s no peeling for a sensitive skin like mine-Be sure to sunscreen in the morning only dare to use at night. "
PIXI-Glow Tonic,Malaysia,liffffee saver,"I have very oily skin, but the older I get, the more sensitive it gets. It’s difficult to deal with both issues. When glycolic acids first came out, I was all over them! The stronger the better and my skin looked great. Not anymore! After using a high percentage of glycolic, malic and lactic acid toner every night for about 3 months, my face dried out so much, but I figured using a rich moisturizer right after was enough. I was wrong. My skin had dried out so badly, that the oil, etc. became trapped in my pores and couldn’t come out! Not only did I get A LOT oilier, my face was a hideous mess, with tons of pores clogged with sebaceous filaments, tiny white dots, actually like very tiny, thin pieces of rice. Disgusting. Brought things way down. Mild cleanser, this mild Pixi toner which I love and a good night time moisturizer. My face was fortunately hidden under a mask during this awful time! It’s just now healing very well, no scarring, no acne. I guess the moral of my story is that more is not always better.."
PIXI-Glow Tonic,Singapore,ms,Amazing exfoliation that makes your face glow within weeks! The smells is good and give amazing result! I have purchase my second bottle and no doubt this is the best exofiliator
PIXI-Glow Tonic,Singapore,love,This is your sign to drop everything and just get this item! It’s a staple in my collection and has become my holy grail! Will definitely keep coming back to this.
PIXI-Glow Tonic,Australia,great!,"really good , works really well definitely recommend this product became one of my favourites for sure ! buying it again and will continue to do so when I order again next "
PIXI-Glow Tonic,Singapore,exfoliating skin  ,Actually  this toner super amazing but for my skin easy to growing pigmentation after this toner using. maybe for my skin not worth . but super brightening glow after using this within 5 days csn see this different.  
PIXI-Glow Tonic,Malaysia,suitable for skin problem,Recommended for those who have acne / pigmentation skin problem. Small size but can last up to 6 months. Pakai during night time only with moisturizer. Really worth money to spend
PIXI-Glow Tonic,Malaysia,idk,"I misused it for sure, using it daily two times a day. But with proper moisturiser and constant reapplication of sunblock might leave your skin better than mine. A two times per week gentle exfoliant for me is what this toner perfect for."
PIXI-Glow Tonic,Singapore,My go to toner,"This toner did not break out my sensitive skin, i used it almost every night and it made me look fresher in the morning. I tried the smaller size first and will be buying the bigger bottle soon."
PIXI-Glow Tonic,Singapore,has a fragrant,I didn’t like the fragrant in the product. I don’t see an effect big enough to encourage use of this product. It’s seems to be like any other toner in the market. I might need to find out the use of this product to make better use of it.
PIXI-Glow Tonic,Malaysia,gloq tonic,"Non drying, perfect for my skin. Hardly found a toner that doesnt dry my skin but this one works so well on my skin 🫶🏻🫶🏻🫶🏻 will repurchasee again and again"
PIXI-Glow Tonic,Malaysia,Perfect for my skin,"Very recommend toner, it feels so fresh and soft after applying it. The scent is not really that strong also and it is suitable for combination  skin."
PIXI-Glow Tonic,Malaysia,Great!,Great product! I’ve used other products with glycolic acid and they stunk my face. This product doesn’t do that and has nice scent. Effectively removes dead skin on face. My skin feels smooth and nice the next day 
PIXI-Glow Tonic,Singapore,toner ,Love to alternate this toner with other brands as I think using it daily on my skin might be a little too drying. But so far it’s been serving me quite well I would say. Just don’t use it when your skin is too sensitive like after extreme sun exposure from your beach trip. 
PIXI-Glow Tonic,Singapore,loved the products ,I started using the glow tonic in 2021 and kind of hooked to it. Finishing my 5th bottle now. It has really helped me control oil and acne.I only use it at night and just love it.
PIXI-Glow Tonic,Malaysia,holy grail very good,Very good product for acne oily based skin. Keep using it you will surely see pore minimize and the glow is there ! The best toner and very affordable comparing to other Sephora products!!!!!
PIXI-Glow Tonic,Singapore,Good for sensitive skin,I love that it did not give me breakouts. It was calming and pleasant to use. However I didn’t see much difference so did not continue after I finished the bottle. 
PIXI-Glow Tonic,Singapore,best toner,"I just love everything about this. Gentle exfoliating. I used to have a lot of white head and now I can see a clear skin. I have already used for 3 months now. Will definitely buy again once I finish 
"
PIXI-Glow Tonic,Malaysia,so so,"I love it at the beginning but then i find it too harsh on my oily-acne prone skin. Bought it only because there are so many good review on this, but not for me."
