unique_id,review_country,review_title,review_text
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,Malaysia,love this,"I jave oily skin. The sunscreen didnt make my face look shiny, really transparent and didnt cause acne breakout. I think I have found my fave sunscreen!"
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,Singapore,Loving It,I’m loving this product so much! Light and smooth. It is not sticky and do not have that white residue like most sunscreen! Will definitely recommend to purchase!
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,Malaysia,Quality sunscreen product,"This is the transparent gel type sunscreen, it feels smooth when you applied it and not sticky at all. Superfood has variety of good quality sunscreen products."
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,USA,Staple in my routine,Hands down my favorite sunscreen! Currently on the 5th bottle and will continue to repurchase. As a dark skin woman this leaves no cast and it reminds me of the clear smashbox primer.
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,Malaysia,Light Textures ,"Definitely in love with this product especially with the new visible or transparent sun block which something interesting to try on you skin. Fast absorbing and not sticky at all. Best part skin looks natural like. 
"
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,USA,Supergoop! Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++ - 50ml,"this looks fine on the skin but the texture of it makes my face feel dirty/greasy. it doesn’t make my makeup pill, but it does seem to speed up the breakdown of my foundation/concealer."
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,Singapore,All-time fav,"I never looked back since! I use this for gym, and even underneath my makeup - which BTW works like a primer. And gives semi-matte finish. I love how it doesn’t give off a white cast. OILY SKIN GYALS, get it."
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,Malaysia,Cult classic for a reason ,"This remains one of the easiest sunscreens to use, it feels like nothing, gives a lovely matte finish, and it doesn’t give you any sort of a cast (for reference I am medium brown skintone). Main problem is the price is ridiculously steep for the amount you get."
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,USA,Depends on texture,"I love the fact it is see through, but I don't enjoy the texture of putting it on. It has a velvety feel, which some people may like, but to me it just feels oily."
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,USA,Supergoop! Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++ - 50ml,fine under makeup as a primer occasionally but using regularly broke me out bad
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,USA,Good sunscreen but too expensive!,I definitely like this sunscreen but the value for money is very less. There are so many similar sunscreens out there who do the job which are priced less or offer more qty.
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,Singapore,fav everyday sunscreen,"blends well, wears light, clear on skin, non greasy after application. a very good makeup base. this is my go-to chemical sunscreen. texture might feel weird to first time users on application but that 'oily' feel goes away. "
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,Malaysia,Love this! ,Really like how lightweight and non-greasy the formulation of this sunblock is. It absorbs quickly into the skin too and makes for a great base for makeup. 
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,Singapore,Amazing,"True to it's name ""Unseen"". Very smooth texture and non greasy formula. It does actually ehat it says. I recently introduce this to my skincare routine and perfectly satisfied. Apply everyday before stepping out and then apply make up. Skin will feel fresh without making it greasy like other sunscreen. I am in love with this sunscreena nd will definitely purchase again🙂 "
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,USA,Disappointed,Disappointed after hearing lots of people rave about this sunscreen. It feels nice going on however you can’t wear it with makeup at all.
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,Singapore,Ms ,"If the SPF could be 50 PA, it will be perfect. Lightweight and easy to apply on face, gives the skin a good sunscreen protection invisibly. Good product. 
"
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,Singapore,unbelievable sun screen ,Read a lot good review about this brand. And cannot be denied superrgood is number one for sunscreen. Its non sticky. And no strong smell. Matter finnish for this type. Love it! 
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,USA,Supergoop! Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++ - 50ml,"This is the perfect sunscreen makeup primer that I love using daily. However, if I need true sun protection for a day out in the sun (i.e beach, hiking, picnic, etc), this alone will not be enough. So with that said, do I recommend using it as a daily primer with added benefits of some sun protection? Yes. Would I recommend this as main sun protection? No."
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,Singapore,love it,"My skin type is dry and sensitive, and this product works perfectly for me. I dislike the feeling of having products on my face but this does not feel oily or have a film on my skin. Love love love this."
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,USA,Supergoop! Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++ - 50ml,"I love this product. It is so light and airy, and truly is “unseen” - no white streaks, you can’t tell you’re wearing sunscreen. It’s so tough to find a good sunscreen especially gentle enough for the face, and this does it! And a little goes a long way"
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,USA,Great for combo or oily skin,"I had the mini one to give it a try and I loved it! It’s not greasy, super light, no scent, and it gives a glow look to your skin without looking too shinny, if you have oily or combo skin you’re going to love it!"
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,Malaysia,Needs no introduction,"This product is a winner. A HG of Supergoop. Glides well on skin, it has that velvety matte look and feel. It acts as primer as well. Blends well with most foundation. Love it!"
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,USA,"BUY IT! great primer, too.","Long story short; Pairs well with my skin routine and works well under my foundation as a primer. No irritation and is an awesome primer. Makes skin feel nice. No smell, feels nice on the skin. Does its job. Nice matte finish and very easy on the skin :) Cons; cannot re-apply over makeup, makes my face cakey. I want to try the other products like the mist or brush to re-apply.


Detailed review; I have combo skin and I am avid make-up user in Miami. I use a drunk elephant skin routine (Protini Polypeptide Cream, C-Firma Fresh Day Serum, B-Hydra Intensive Hydration Serum, Marula Oil) under this sunscreen primer and it works sooo well with the Lancôme Teint Idole Long Wear Foundation and Tarte Shape Tape concealer. I've also paired it with the Maybelline Fit Me foundation and works well, too! 

It goes on LOVELY on the skin and is a great primer. It feels like a matte film that dissolves into the skin after a minute. My foundation also has sunscreen, it pairs well. Its been nice to wear with my make-up routine. The only con is, I cannot re-apply it over my make-up because it gives it a cakey texture. The cost is very high for me but after using it daily (pea size goes a long way!) it has been a great bang for my buck. I purchased it in March of 2022 and still have some in my bottle in October of 2022! I don't have to buy more for another month or so. No skin reaction at all! Nice matte finish. Buy it! :)"
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,USA,must have,non greasy! glides well. doesn't give acne. doesn't irritate.
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,Singapore,Unseen sunscreen,"The texture of this sunscreen is like wax. So when applied on the skin is like applying a layer of wax. I personally do not like that feeling. At the same time, I find it oily as well. Maybe because my skin is very oily to begin with. "
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,USA,Too Oily,"I looked this product. But my complaint is that it is way too oily, but it could be a help to dry skin. It’s a bit better when shaken."
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,Singapore,feels like a film on skin,product is pretty easy to apply and blend. makes a good primer. and its true to its name. so far it does goes well with SG weather but unfortunately this product is not to for me.
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,USA,must-have in my morning routine,love love loveeee this sunscreen! I have oily skin and this was lightweight didn’t make me shiny throughout the day and worked great under makeup!
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,Singapore,Best sunscreen for all skin tyoe,"Totally clear, weightless and scentless with a velvety finish, this innovative, antioxidant-rich multitasker has a unique oil-free formula that glides onto skin while providing broad spectrum SPF 40 protection against UV and infrared radiation and helping to filter blue light — all with major skincare benefits in the mix! Doubles as a makeup-gripping primer under foundation when you want a little more coverage, or on its own if you want a more natural look. It’s a totally game-changing way to wear sunscreen daily!"
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,Philippines,Ms.,"Love this, grips my makeup and it’s kinda velvety. Good for sun protection too! Love how my base looks like when i put it on top of this. Definitely worth the price."
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,Singapore,Ms,"Unlike the rest, this sunscreen is a bit oily for me and my face became oily very fast. It also feels abit too heavy around my T-zone area. As this does not really suit my skin, may not repurchase again "
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,USA,My tried and true ride or die!,"I have extremely sensitive skin that does not react well to sunscreens. I have tried many, many sunscreens (Josie Maran, Beauty of Joseon, Dr. Jart, Fenty Skin, even other Supergoop sunscreens), and they have all left my skin red, irritated, and itchy. This is the only sunscreen I've ever used that hasn't irritated my skin. It has a very unique texture (similar to the Benefit Porefessional) that is very blurring and smoothing, while still being soft and hydrating. It has great packaging and little to no scent (at least that I can smell). Supergoop knocked it out of the park for the sensitive skin folks on this one, and I hope they never reformulate."
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,Philippines,super!!!,"i've repurchased this over and over again. it is oerfect under makeup. perfect when you're under the sun. and perfect for kids as well. no irritation, no smell, ni oily feeling. this has been my forever go to sunscreen. "
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,Malaysia,I love it ,"As the name says, it is unseen. Love this as a makeup base. Easy to reapply. Love the texture. As an oily skin girl I appreciate that I don’t look like a grease ball after applying the sunscreen. Would I repurchase it? Yes definitely have done so multiple times . ☺️. Love this sunscreen."
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,Singapore,Great product!,The sunscreen actually works! Tends to get a bit oily in very humid climatic conditions but does a wonderful job of protecting the skin while being very light.
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,USA,Love this sunscreen!,"This sunscreen is completely transparent and does its one and only job. I wear it pretty much daily. I apply it after my usual day skincare products (toner, serums, cream) and before putting on foundation. No irritation or weird colors. Holy grail facial sunscreen right here!"
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,Singapore,don’t really like the texture ,"Bought this cos my friend recommended this to me. It squeezes out like a Matt gel but once u start massaging it in it feels very oily and once you are done it feels like nth on the skin. I have no complains about the product, just personally I don’t like the oily feeling I get whenever I rub it in. "
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,Malaysia,matte sunblock,This sunblock is not really suitable for dry skin. Instantly skin look matte after applied to face even after rich moisturiser. Will try other type from this brand next time. 
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,Singapore,Go too facial sunscreen ,I got this for my partner and he loves it so much! Easy to use and he likes how it doesn’t make his face look shiny. The reason it’s not 5star because it’s expensive haha
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,Malaysia,worthy,This sunscreen is awesome. I’m using this product more than 3 months and it is still not finish yet. The best thing about this sunscreen is that it leave no scent and not oily at all. 
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,Malaysia,holy grail! ,"My oily-acne prone skin just cannot with other sunscreen. Im not sure im already at how many bottle. The only downside is the price and it’s getting expensive over the years. Tried to google and purchased any sunscreen that is dupe in the pharmacy, but i always go back to this one."
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,Singapore,Supergoop!,Always love this brand's sun screen. This particular one is great as it's light weight and does not leave my skin dry nor irritate it. But I personally prefer the other one that makes my skin appear a little dewy after applying. Supergoop is really super good!
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,USA,Best There Is,"If you're looking for sunscreen for under makeup, this is probably the best you'll find. It's not greasy, absorbs fast, and has the texture that can be comparable to Smashbox's Photo Finish primer (like a dry gel). It's great as a primer or just on it's own. I don't get any negative effects from it, just protection I need."
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,USA,A definite for facial sunscreen!,Absolutely love this sunscreen its light and it does its job!
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,USA,Does What It Says,"I love to use this sunscreen during the summer. It has a skin-like finish and is never shiny. It doesn't feel heavy on the skin and it doesn't interfere with the way my makeup looks. I also wear it during winter sometimes, butI have dry skin so I like to opt for something with a little more moisture during that time. I highly recommend!"
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,USA,Keep going back to it,I have pretty much every Supergoop product and this is the one I keep going back to. It just makes my skin look better and is really the perfect primer for both powder and liquid foundations.
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,USA,There’s definitely better out there,The consistency is weird and I feel like it scratched my face when I put it on. my face started to break out into a bunch of tiny little bumps and some hives. I didn’t like the matte effect either. Plus the price is way too high.
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,USA,Love this so much,"This is hands down the best sunscreen I’ve ever used! It’s so light and sinks in the skin immediately, you don’t feel it,yet you know it’s there doing it’s job! I will repurchase for sure!
Will"
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,USA,THE BEST SPF/PRIMER IN ONE!,"It truly is invisible spf. Goes on like silky velvet drying to a natural finish, doubles as a make-up primer, it grabs and holds make-up in place while leaving face feeling fantasticly soft & smooth"
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,Singapore,super light,I was stopping wearing sunscreen for years (I know I shouldn’t do that) because most of the sunscreen that I used was really greasy. This sunscreen is really game changer for me as it is really light and I don’t feel anything when I wear it! Love it ❤️
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,USA,Not thrilled,I was hoping to like this but it seems to change how my foundation sits on my skin and not in a good way. It goes on nicely otherwise.
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,USA,must have,"I absolutely love this. I always sweat through sunscreen when I put it on my face and it always gets into my eyes, this was the first sunscreen that immediately absorbed into my skin without being greasy and it stayed even though I was sweating, I will never go back to any other sunscreen"
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,USA,GOOD!,"This is a good sunscreen, it didn’t break me out or cause any irritation but the feeling left on my skin was a bit more of a primer feel. Its also very hard to get out once you’ve reached the end of the tube."
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,USA,loooove but expensive,"This sunscreen is so nice and it has a balm-like texture! I tried it out about a month ago, and it was so smooth and velvety! I would wish that the price would be lower, but other than that it’s a super great sunscreen!"
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,Malaysia,It's ok,"I tried the mini size before purchased the big one. It was OK but after using for a while, I feel that it is very slippery, like I got another layer on my face. Now I'm trying to look for a new kind of sunscreen.."
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,USA,A must!!!!!,"I love this! My face is so matte, it is a must for me!"
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,USA,Bottle comes half empty!,I am a big fan of the product itself but the bottle comes half full and lasts about a month at best (using dermatologist recommended 1 tsp of spf). There are much more affordable sunscreens that last much longer so please save your money.
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,USA,the BEST sunscreen for oily skin and makeup,"I love this product so much and I can't find anything like it. I am really not a fan of the price but it works so well with my oily skin (not greasy, honestly don't really notice it's there). it's also an excellent makeup primer"
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,USA,Most have for protection!,Love this sunscreen.  It's great as a makeup primer with no shine.  Projects the skin.  No scent.  My third time buying.  MUST BUY!
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,USA,Eye itching,"Eyes itches a lot. I think I rubbed it on the eyes too by mistake and it was just horrible. It’s very smooth in skin, but I wish they had spf 50"
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,Philippines,fave sunscreen ,This is my favorite sunscreen so far. It really lives up to its name and doesn’t interfere with make up even with retouches. No sticky feeling or residue and zero white caste. Love this. 
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,Singapore,clear sunscreen ,"Its in the name of the product, it is really unseen. the texture is reminiscent of a silicon primer but a little oilier. It works for my oily skin, the cons are the sunscreen smell and the price for me"
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,USA,Not for fair skin,"I bought this sunscreen to use everyday. I started to notice sun spots on my face maybe 8 years ago and it was advised I wear sunscreen daily. The active ingredients to look for are Zinc oxide and titanium dioxide. This sunscreen does not have these active ingredients, they are inactive. This did not provide the protection that I needed. I am choosing another option that goes on more milky white and be a better protection for my skin."
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,USA,Added to my daily routine,"For awhile now I kept seeing posts of this product but I was using neutrogena sunscreen. So when it ran out I decided to give this a try. Not disappointed at all except for that I didn’t switch sooner! It applies nicely, no smell & my makeup can sit on top with out breaking apart.  Bought the sample just in case but I will be back for the big one."
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,USA,Holy grail,"My all time favorite sunscreen! and it doubles as a primer for makeup. If you don’t like greasy sunscreen and want one that dosent pill, I highly recommend this one."
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,USA,Sunscreen like a primer.,This has the same consistency as a clear primer such as Smashbox. It’s perfect for sun protection under makeup. Completely unique
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,Singapore,It’s Transparent! ,"So far, this is one of the best sunscreen that I’ve used. It’s literally transparent upon application and it’s super lightweight. The texture is great as well and it’s super easy to use"
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,USA,Try at your own risk,"I really like this sunscreen because it doesn't leave any residue, is light weight and leaves a flawless finish but it made me break out really bad. My skin was clearing up but after using this sunscreen for the first time, my skin started to break out like crazy on my face I typically don't have acne. Will still continue to see how it is on my skin overtime because it is on the more pricey side and I wouldn't want this to go to waste!"
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,Philippines,best sunscreen ever,"i tried almost all sunblocks becauae my work entails staying out in the sun at exrended hours  so far, this has the best texture, finish, consistency (not greasy), lightweight can be used as.makeup primer, a little goes a long way. i's kinda pricey though"
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,USA,Better sunscreens out there,"I gave it a try for the whole summer and liked it at first. But then the heat got to me and I feel like I made my makeup melt. Realistically, only protected you for like 40 minutes. It also made me break out."
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,USA,Not for me,"It leaves my skin feeling dry and I did not like the feeling, it was oily but matte at the same time."
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,Malaysia,Velvety feel,I love this sunscreen product! It leaves your skin feeling soft and velvety while protecting it from the sun. 
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,USA,Supergoop! Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++ - 50ml,Horrible!!! Made me break out like a teenager! Never again! Avoid this one if you have sensitive skin!
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,USA,Supergoop! Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++ - 50ml,I have been using this product for a couple weeks and am loving it as part of my new morning routine. The consistency reminds me of the smashbox primer I used years ago. Applies and stays great on my oily skin!
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,USA,Just buy it!,Just buy it. I took this with me to New York and definitely did it’s job. Went to the beach out there with this on and my nose this time around didn’t get burned as usual. You need this!! I just wish i had bought the body lotion also! since i was sun burned
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,USA,Not right for my skin,"I heard that this product was great to wear under makeup. Although I haven't tried doing that yet, it probably is because it is extremely mattifying. Unfortunately, this is also what I don't like about it. My skin feels uncomfortably dry after I put it on. It has a very weird texture, and after wearing it for a week straight I was quite disenchanted. On the plus side, like all Supergoop products, it is cruelty-free and reef-safe. I absolutely adore this brand and use a LOT of its products, but I won't buy this one again."
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,USA,Not the best for Oily skin,"I have oily skin, and this sunscreen gives you a glow so I just look like I’m sweating. Take the time to work it into your skin to avoid piling. I feel like it might work for dry skin, will be trying the mineral ones next."
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,Singapore,sunscreennnn,"amazing product! love how i can use this as a primer! 2 in 1! transparent application no white cast! would recommend to anyone that is trying out sunscreen. it can be alittle pricey tho! shes a 10 but she’s expensive, 7/10
"
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,Malaysia,my favourite sunblock,"Many2 times purchase sunscreen from supergoop. Unseen, glow or matte sunscreen. Love all the sunscreens. It suits my skin well. This time i’m purchase 20ml size to easily bring it out to travel."
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,USA,Poor Clogger,"It blends in beautifully with your skin, which is the reason I tried to make this work multiple times. Unfortunately, every time I’ve used this product I’d wake up with white heads the next morning."
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,USA,It's ok. I'm not sure if 40 min is average ?,"can't really wear this under make up, as it's a serum and pilled on me. I would certainly wear this alone, over a moisturizer."
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,Singapore,sunscreen,All time best sunscreen from the high end.. Supergoop did an amazing job.. No white cast and blends seamlessly.. I love this and with so many other finishes just wow.. Go grabs urs guyz..
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,USA,You can buy it if you want to take the risk,"It's probably good sunscreen for many people, but not for me. This got me pimples every time that I used it."
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,USA,Worth the money!!,This is my third repurchase! I have yet to be sunburnt on my face this summer because of this product! It sinks into the skin very nice and overall is a 10/10 in my book and my moms!
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,USA,THE BEST,I use every day on top of moisturizer & put foundation over the unseen sunscreen. My skin is sensitive- no break outs ever. I've gone through several tubes. I never have pilling at all when I use this product. To me it feels light & not heavy at all. Amazing- absolutely love it.
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,USA,Must have!,"I wear this everyday and it never breaks me out. I have very sensitive, acne-prone skin and I never have any issues. I use it as a makeup primer too. This product is a daily must have!!"
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,USA,Pills REALLY BAD,"This sunscreen pills REALLY BAD if you try to wear anything on top of it, and it sometimes pills if you have other skin care underneath it too. So I can basically only wear it on days with nothing underneath and no makeup on top."
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,USA,Supergoop! Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++ - 50ml,"this is my favorite sunscreen ever! it’s non greasy, has no white streaks, it has a nice subtle glow, and does leave my skin with an unpleasant texture."
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,Singapore,enjoyed this sunscreen,A friend introduced this sunscreen to me and I can say that It’s my favourite western sunscreen ever.Absorbs like a dream and there is no white cast at all!! Lightweight on the face too.
SUPERGOOP!-Unseen Sunscreen Broad Spectrum Sunscreen SPF 40 PA+++,Malaysia,Holy Grail,"I’ve had very horrible experiences with sunscreen in general due to my combi-sensitive and acne-prone skin. My friend bought this as a gift for me and I’ve never used any other sunscreen for 2 years+. This keeps my shine at bay, no white cast, wonderful texture and does not clog my pores. Plus point, my partner who has eczema also shares this with me and he loves it too!"
