unique_id,review_country,review_title,review_text
OLE HENRIKSEN-Strength Trainer Peptide Boost Moisturizer,USA,Buy,I’ve been waiting for a mini. First off heard about this product being game changer on in flamed skin. Used my retinol to many nights and a row and had itchy and flakey skin…. This stuff saved me form looking all messed up. Love the owner of this brand as well . The man knows to bring it.
OLE HENRIKSEN-Strength Trainer Peptide Boost Moisturizer,Australia,love ,Received this as a sample that little pot last me a good two months or so very little goes along way especially if you emulsify it in your hands before applying leaver skin very dewy and refreshed 
OLE HENRIKSEN-Strength Trainer Peptide Boost Moisturizer,USA,Pretty good day cream,Not as moisturizing as I had hoped and a bit difficult to apply but using the applicator and waiting a bit after using a serum helped. My skin does look good and not as expensive as some of my other favorites
OLE HENRIKSEN-Strength Trainer Peptide Boost Moisturizer,New Zealand,Love this.,"I generally don’t really care when it comes to moisturiser, but this product is a game changer! I can use this even when my skin barrier is completely wrecked and it’s so calming while being hydrating enough at the same time. As an oily person, I appreciate that the formula doesn’t leave me greasy and would still be totally happy to use this in the morning as a daily though I prefer to use it at night. Also a huge fan of the scent and texture so 10/10 will be repurchasing."
OLE HENRIKSEN-Strength Trainer Peptide Boost Moisturizer,USA,Lightweight moisture,"I have very sensitive skin, so when I smelled how good this moisturizer smelt, I was a little nervous since fragrance tends to give me a rash. However, I have been using the moisturizer for almost a month and rash / breakout free! This feels so lightweight and absorbs like a dream. I use it in the morning, then use a heavier moisturizer overnight, but for a hot summer day I love it."
OLE HENRIKSEN-Strength Trainer Peptide Boost Moisturizer,USA,Ole Henriksen Strength Trainer Peptide Boost Moisturizer - 50ml,Dried my skin out - felt like I had to use a lot PLUS a hydrating serum. Won’t buy again
OLE HENRIKSEN-Strength Trainer Peptide Boost Moisturizer,Malaysia,It was okay,It was a normal moisturizer with little to no results. A little could goes a long way so I think a bottle could last for quite a while though. 
OLE HENRIKSEN-Strength Trainer Peptide Boost Moisturizer,USA,The IT moisturizer!!,This is THE ULTIMATE moisturizer!!! My skin feels juicy and glowing. It soaks in and doesn’t leave an oily residue. My skin has never looked or felt better!! I have super sensitive skin. This is incredibly gentle. Plus it smells great!
OLE HENRIKSEN-Strength Trainer Peptide Boost Moisturizer,Canada,Ole Henriksen Strength Trainer Peptide Boost Moisturizer - 50ml,"Best peptide moisturizer around. Smells amazing, makes my skin feel instantly moisturizer and really calms overnight."
OLE HENRIKSEN-Strength Trainer Peptide Boost Moisturizer,Malaysia,it’s ok ,It’s consistency is much thicker than other moisturisers and I’m not crazy about its smell but i saw many many famous ppl using this so imma buy it too hahhaa 
OLE HENRIKSEN-Strength Trainer Peptide Boost Moisturizer,Australia,BEST EVER! ,"Highly recommend spending the money. My skin is looking more plump, healthy and glowy everyday! The texture is like a gel to cream but really sinks into the skin for long lasting hydration "
OLE HENRIKSEN-Strength Trainer Peptide Boost Moisturizer,USA,Solid and Soothing for Sensitive Skin,"I tried this moisturizer from an online recommendation. My skin is somewhat sensitive, and moisturizers in particular are often irritating for my skin, especially around the eyes. Much to my satisfaction, this moisturizer doesn’t irritate my skin at all, and feels quite soothing upon application. It’s not crazy hydrating in my opinion, so if you have very dry skin, you may need to apply quite a bit or look for something heavier. I haven’t seen a marked difference in my complexion since I’ve started using this product, but I started in a good place, and I was searching for something that doesn’t irritate my skin, and Ole definitely delivers on that front. My only gripe is that I seem to go through the product pretty fast, but that’s probably a me issue lol."
OLE HENRIKSEN-Strength Trainer Peptide Boost Moisturizer,USA,not good,"I did not like this product at all, it did nothing, if it says moisturizer at least leave my skin with some moisture.
I used at night and waked up with really dry dehydrated skin. It’s much much better the skinfix barrier moisturizer."
OLE HENRIKSEN-Strength Trainer Peptide Boost Moisturizer,Australia,my holy grail,"obsessed! seriously can't believe how incredibly supple & soft my skin now feels. I first received this product as a sample, I had to purchase it full size. "
OLE HENRIKSEN-Strength Trainer Peptide Boost Moisturizer,Australia,Perfect Moisturiser ,I love using this moisturiser as the last step in my night time skincare routine. You only need the tiniest amount as it goes from a balm to almost an oil as it heats up. This is scented which usually I would steer clear from but the scent doesn’t seem to irritate me at all. 
OLE HENRIKSEN-Strength Trainer Peptide Boost Moisturizer,USA,Ole Henriksen Strength Trainer Peptide Boost Moisturizer - 50ml,Made my skin turn all red and splotchy and dried it out!!!
OLE HENRIKSEN-Strength Trainer Peptide Boost Moisturizer,Singapore,"3 months after use, still waiting for the miracle","Bought this 3 months ago and have been consistently using it once daily. I get occasional hormonal breakouts on the cheeks and they have not reduced. The healing of the acne is not quick either. I am still waiting for a miracle internet claims this product to perform! I am in my early 30s and I apply this after cleansing, toning and my niacinamide serum. I top it off with an SPF 50 PA+++ during the day.

Overall, it can do better to live up to the hype."
OLE HENRIKSEN-Strength Trainer Peptide Boost Moisturizer,USA,Ole Henriksen Strength Trainer Peptide Boost Moisturizer - 50ml,Love love love this moisturizer. Definitely a keeper. I’m currently on my second jar and I can’t let myself run out of it. Goes on very smooth and doesn’t feel sticky afterwards.
OLE HENRIKSEN-Strength Trainer Peptide Boost Moisturizer,New Zealand,Happily surprised,"It is a good moisturiser with great consistency. The product absorbs in the skin and feels nice. I am happily surprised. Ole products are really good. Its loosing one star because its quite expensive for not immediate results. Its nice. if was $10 cheaper then I would re-buy it… so far its just on the “magic wonder” price range and not delivering as such. But, its nice and of quality ."
OLE HENRIKSEN-Strength Trainer Peptide Boost Moisturizer,Australia,Great Moisturiser,A little goes a long way and it doesn't leave your skin feeling greasy. Received a sample and I then needed to get the full size. Would highly recommend
OLE HENRIKSEN-Strength Trainer Peptide Boost Moisturizer,USA,Ole Henriksen Strength Trainer Peptide Boost Moisturizer - 50ml,After a long day of chores this is my go to after a shower!
OLE HENRIKSEN-Strength Trainer Peptide Boost Moisturizer,Australia,love it!!,"Great ingredients list love how it hydrated my skin and plumps it! Feels nice and smooth non sticky texture best moisturiser I have ever used.       
      
     
"
OLE HENRIKSEN-Strength Trainer Peptide Boost Moisturizer,Australia,Love this product!,"I’ve shopped around and tried a few moisturisers, both local and international and this by far is the best for my skin! Firstly, overall packaging and impression is luxe, and true enough the product itself is as promising as it looks! My skin never felt so smooth and supple, it just looks so happy! It glows and has a radiant look! Absolute best buy and worth every penny!"
OLE HENRIKSEN-Strength Trainer Peptide Boost Moisturizer,Canada,Ole Henriksen Strength Trainer Peptide Boost Moisturizer - 50ml,This moisturizer is incredible for my dry skin. One of the best moisturizer I have ever used. It melts into the skin without making it oily or sticky. I am using this moisturizer from last couple of months with vitamin c serum from same brand. I would definitely buy this again.
OLE HENRIKSEN-Strength Trainer Peptide Boost Moisturizer,Malaysia,ms,"I started using it with a free sample. It really moisturizes my skin and not irritating at all. Can be used day & night. Every morning, my skin feels so moisturized & supple. I already bought the bigger size twice and definitely will continue using it for my daily skincare. If you have a combination or dry skin type, this one is a 'must try'."
OLE HENRIKSEN-Strength Trainer Peptide Boost Moisturizer,USA,STAR ⭐️ INGREDIENTS,"I’m on my 3rd jar of this moisturizer. First purchased this due to the star ingredients 8 powerful Peptides, 3 types of Ceramides, Amino Acids, and Collagen to name a few. These are the building blocks and keys to maintaining healthy glowing skin. Majority of skincare brands make one moisturizer that focuses on the peptides or the ceramides. They rarely combine the two. Personally I seek out brands like Olehenriksen. My Skin is dry but I suffer from the occasional hormonal breakouts and this moisturizer never breaks me out. This has a very, very light scent. I wish it had zero in it but that’s my only con with this moisturizer if I’m being extra picky. Has a great gel like texture that melts into the skin effortlessly. This keep me moisturized while reinforcing my skin barrier. Excellent Anti Aging Moisturizer"
OLE HENRIKSEN-Strength Trainer Peptide Boost Moisturizer,Australia,Does what it says,One of my all time favs. I've loved it since the first day I tried it. I have sensitive skin and this didn't give me any trouble at all. Would highly recommend it to anyone
OLE HENRIKSEN-Strength Trainer Peptide Boost Moisturizer,Australia,Purple pot of goodness ,"What a lovely little purple pot of goodness! I love using this moisturiser. It reminds me a lot of Creme de La Mer. The texture is almost identical. I live in a place that’s very cold in
winter and they both have the same solid texture. As soon as you put this on the skin, it warms up and melts. It’s absolutely beautiful. "
OLE HENRIKSEN-Strength Trainer Peptide Boost Moisturizer,USA,Perfect Balance,"I've honestly waited to review this so I can come up with a better way to describe why I love this moisturizer so much. But the major reason is that it really feels so good on my skin. It's not too heavy, you don't need very much of it at all, absorbs quickly and I feel like it gives a bouncy chopper without making me oily. The days I wear tretinoin at night, I apply a heavier layer of this in the morning and it does help to keep some flakiness at bay. Love this product."
OLE HENRIKSEN-Strength Trainer Peptide Boost Moisturizer,Malaysia,New Fav,Love this! My new Fav! I rly feel like it helps with my skin barrier. Also my super sensitive acne prone skin dud not break out after using this and thats always a plus for me! Deffo will repurchase! 
OLE HENRIKSEN-Strength Trainer Peptide Boost Moisturizer,USA,Ole Henriksen Strength Trainer Peptide Boost Moisturizer - 50ml,so hydrating and plumping. doesn't cause breakouts. great smell
OLE HENRIKSEN-Strength Trainer Peptide Boost Moisturizer,Australia,As the name suggests ,Rich moisturiser that is fantastic for winter use. I’d recommend to be careful using actives too often with this moisturiser. I layered this on glycolic acid toner and gave me slight tingle. Otherwise it’s great. 
OLE HENRIKSEN-Strength Trainer Peptide Boost Moisturizer,Australia,YouTube made me buy this,"I saw Tati Beauty rave about this moisturiser on her channel so I took a leap and purchased. I really like this product, it sort of melts down nicely into a balmy texture without being too heavy or oily. Makeup applies well over the top (I never use a primer) and the smell is clean & fresh. A little goes a long way as even with daily use it's lasted ages. Has it changed my skin? No, not noticeably at all but it's still a lovely moisturiser. I'm unsure if someone with super oily skin would love the texture but it's fine for my combination face (and I live in a warm climate).

The only thing I don't love as much is that it comes in a pot, I hate getting product under my nails etc as it begins to run low. I'd definitely repurchase though."
OLE HENRIKSEN-Strength Trainer Peptide Boost Moisturizer,USA,Not for dry skin IMO,"I bought this moisturizer during the spring savings event and have used it on and off for several months. Right now I have very dry skin due to several acne treatments and actives I am using. Regardless of the acne treatments, I have always been on the drier side. Once I started using this regularly I realized that it really wasn’t hydrating my skin enough. I would wake up with super dry skin. And my makeup would look terrible part way through the day after using this moisturizer, because I was so dry and flaky. I think this product may work wonders on combo or oily skin, but it didn’t work out for me. I think it’s great that it is a clean product though!"
OLE HENRIKSEN-Strength Trainer Peptide Boost Moisturizer,Canada,Ole Henriksen Strength Trainer Peptide Boost Moisturizer - 50ml,Love this product. I really see a difference in my skin. It moisturizers just enough. I don’t like to feel my skin too oily and this is perfect. What’s amazing about this product is you can mix it with other products and it works wonderfully. I mix it with a few drops of Isle of paradise and I love the glow ! Worth the buy.
OLE HENRIKSEN-Strength Trainer Peptide Boost Moisturizer,Australia,broke me out! ,"I was so excited to try this… I’m in my 30’s with combination skin and was looking forward to feeling hydrated. At first application, it’s gorgeous - lovely rich formula and really nice scent. Every time I use this, I break out. I’ve tried stripping back my routine and had periods of using this and weeks where I tried my more gentle moisturiser and it definitely does break me out. I now use it on my hands to not waste it. An expensive mistake. "
OLE HENRIKSEN-Strength Trainer Peptide Boost Moisturizer,Australia,Perfect ,Perfect for my dry winter skin! My husband has also been using this product and really loves it. Absorbs well into skin and works wonders. Will purchase again!
OLE HENRIKSEN-Strength Trainer Peptide Boost Moisturizer,Canada,Ole Henriksen Strength Trainer Peptide Boost Moisturizer - 50ml,The texture is a little tacky on the skin it’s very gel like and leaves a glow after application. I have oily skin so little goes a long way and used this at night . at first I woke up feeling like the product hadn’t absorbed as surface of skin still felt slightly sticky but the more I’ve used it I realize how moisturized and soft and plump it made my skin . I’m obsessed! Does have a fragrance if you’re not into that . It may just be my new go to over DE polypeptide moisturizer
OLE HENRIKSEN-Strength Trainer Peptide Boost Moisturizer,Singapore,luxurious,Luxurious cream to repair sensitized or compromised skin. Feels moisturizing but not overly heavy. Minus one star for the irritating orange fragrance consistent with OH. 
OLE HENRIKSEN-Strength Trainer Peptide Boost Moisturizer,USA,Not hydrating enough,"I have normal skin, and this still wasn’t hydrating enough for me. I use a Hyaluronic acid serum, as well as a facial oil, with this on top, and my skin still feels tight in the morning."
OLE HENRIKSEN-Strength Trainer Peptide Boost Moisturizer,Malaysia,yummy!,"I have dry skin and this cream is my HG!! I like the velvet texture as I rub it with my hand before I tap it to my skin. No overpowering smell, no irritation and no breakout. So glad that I found this cream"
OLE HENRIKSEN-Strength Trainer Peptide Boost Moisturizer,Australia,Good but not enough ,"Surprisingly this moisturiser texture is like a balm. Lightweight feels with a refreshing light scent. I enjoyed the texture and it absorbs nicely into the skin. However, it doesn't offer enough moisture for me. My skin becomes dry halfway through my day. I think I will prefer this moisturiser in the Spring/Summer to Winter. "
OLE HENRIKSEN-Strength Trainer Peptide Boost Moisturizer,Singapore,Best moisturizer,Love this moisturizer.  It keeps my face moisturize for the whole day. It is not sticky and absorb fast. It can be used under make up. Will definitely buy again.
OLE HENRIKSEN-Strength Trainer Peptide Boost Moisturizer,Singapore,good,Bought this as it contains peptide which allows me tp skip one step. skin is smooth. a little goes a long way so this baby can last me a good 6 montbs
OLE HENRIKSEN-Strength Trainer Peptide Boost Moisturizer,USA,love it,This makes my skin so smooth and helps to reduce redness
FRESH-Rose Deep Hydration Face Cream Moisturizer,Australia,Super moisturiser ,Skin feels so nice after using this. I notice the difference when using this compared to my other moisturisers. Can sting a little but not bad. I have sensitive skin and I didn't find the fragrance annoying.
